gene_cell_id,gene_id,legend,label,origin,value,category,unit
5174,83,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 6.6",Uncategorised,TPM
5175,83,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 8.4",Uncategorised,TPM
5176,83,Fibroblast,fHDF/TERT166,Foreskin," 8.2","Telomerase immortalized cell line",TPM
5177,83,Fibroblast,"HBF TERT88",Brain," 2.9","Telomerase immortalized cell line",TPM
5178,83,Endothelial,hTEC/SVTERT24-B,Thyroid," 6.9","Transformed cell line",TPM
5179,83,Endothelial,"HUVEC TERT2","Umbilical vein",21.1,"Telomerase immortalized cell line",TPM
5180,83,Endothelial,TIME,Skin,21.2,"Telomerase immortalized cell line",TPM
5181,83,Miscellaneous,BEWO,Brain," 6.0","Cancer cell line",TPM
5182,83,Miscellaneous,HHSteC,Liver," 7.1",Uncategorised,TPM
5183,83,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 5.4",Uncategorised,TPM
5184,83,Miscellaneous,hTCEpi,Cornea," 2.4","Telomerase immortalized cell line",TPM
5185,84,Brain,AF22,Skin," 1.0",Uncategorised,TPM
5186,84,Brain,SH-SY5Y,"Bone marrow"," 5.4","Cancer cell line",TPM
5187,84,Brain,"U-138 MG",Brain," 1.9","Cancer cell line",TPM
5188,84,Brain,"U-251 MG",Brain," 3.7","Cancer cell line",TPM
5189,84,Brain,"U-87 MG",Brain," 3.2","Cancer cell line",TPM
5190,84,Skin,A-431,Skin," 3.5","Cancer cell line",TPM
5191,84,Skin,HaCaT,Skin," 9.8","Spontaneously immortalized cell line",TPM
5192,84,Skin,SK-MEL-30,Subcutis," 1.2","Cancer cell line",TPM
5193,84,Skin,WM-115,Skin," 2.2","Cancer cell line",TPM
5194,84,Myeloid,HAP1,Leukemia," 2.6","Cancer cell line",TPM
5195,84,Myeloid,HEL,"Peripheral blood"," 0.1","Cancer cell line",TPM
5196,84,Myeloid,HL-60,"Peripheral blood"," 1.0","Cancer cell line",TPM
5197,84,Myeloid,HMC-1,"Peripheral blood"," 5.0","Cancer cell line",TPM
5198,84,Myeloid,K-562,"Pleural effusion"," 4.9","Cancer cell line",TPM
5199,84,Myeloid,NB-4,"Bone marrow"," 2.1","Cancer cell line",TPM
5200,84,Myeloid,THP-1,"Peripheral blood",14.9,"Cancer cell line",TPM
5201,84,Myeloid,U-937,"Pleural effusion",14.6,"Cancer cell line",TPM
5202,84,Lymphoid,Daudi,"Orbital biopsy",31.8,"Cancer cell line",TPM
5203,84,Lymphoid,HDLM-2,"Pleural effusion",38.0,"Cancer cell line",TPM
5204,84,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 7.6","Cancer cell line",TPM
5205,84,Lymphoid,MOLT-4,"Peripheral blood"," 2.1","Cancer cell line",TPM
5206,84,Lymphoid,REH,"Peripheral blood",26.9,"Cancer cell line",TPM
5207,84,Lymphoid,RPMI-8226,"Peripheral blood"," 4.2","Cancer cell line",TPM
5208,84,Lymphoid,U-266/70,"Peripheral blood",20.9,"Cancer cell line",TPM
5209,84,Lymphoid,U-266/84,"Peripheral blood"," 3.3","Cancer cell line",TPM
5210,84,Lymphoid,U-698,Tonsil,44.9,"Cancer cell line",TPM
5211,84,Lung,A549,Lung," 3.7","Cancer cell line",TPM
5212,84,Lung,HBEC3-KT,"Central lung bronchiole"," 4.5","Telomerase immortalized cell line",TPM
5213,84,Lung,SCLC-21H,"Pleural effusion",20.9,"Cancer cell line",TPM
5214,84,Abdominal,CACO-2,Colon," 7.7","Cancer cell line",TPM
5215,84,Abdominal,CAPAN-2,Pancreas," 4.1","Cancer cell line",TPM
5216,84,Abdominal,"Hep G2",Liver,11.7,"Cancer cell line",TPM
5217,84,"Breast, female reproductive system",AN3-CA,"Lymph node ",14.7,"Cancer cell line",TPM
5218,84,"Breast, female reproductive system",EFO-21,Ascites," 7.8","Cancer cell line",TPM
5219,84,"Breast, female reproductive system",HeLa,Cervix,10.6,"Cancer cell line",TPM
5220,84,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 3.1","Telomerase immortalized cell line",TPM
5221,84,"Breast, female reproductive system",MCF7,"Pleural effusion"," 2.3","Cancer cell line",TPM
5222,84,"Breast, female reproductive system",SiHa,Cervix," 5.7","Cancer cell line",TPM
5223,84,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 8.2","Cancer cell line",TPM
5224,84,"Breast, female reproductive system",T-47d,NA," 3.0","Cancer cell line",TPM
5225,84,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 4.0","Transformed cell line",TPM
5226,84,"Renal, urinary, male reproductive system",NTERA-2,," 0.2","Cancer cell line",TPM
5227,84,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 2.0","Cancer cell line",TPM
5228,84,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 7.3","Telomerase immortalized cell line",TPM
5229,84,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 2.6","Cancer cell line",TPM
5230,84,Sarcoma,"ASC diff","Adipose tissue"," 3.6",Uncategorised,TPM
5231,84,Sarcoma,"ASC TERT1","Adipose tissue"," 2.2","Telomerase immortalized cell line",TPM
5232,84,Sarcoma,LHCN-M2,NA," 1.7","Telomerase immortalized cell line",TPM
5233,84,Sarcoma,RH-30,"Bone marrow "," 0.5","Cancer cell line",TPM
5234,84,Sarcoma,"U-2 OS",Bone," 4.5","Cancer cell line",TPM
5235,84,Sarcoma,U-2197,Subcutis," 0.3","Cancer cell line",TPM
5236,84,Fibroblast,BJ,Foreskin," 5.3","Finite cell line",TPM
5237,84,Fibroblast,"BJ hTERT+",Foreskin,10.1,"Telomerase immortalized cell line",TPM
5238,84,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 5.0",Uncategorised,TPM
5239,84,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 3.9",Uncategorised,TPM
5240,84,Fibroblast,fHDF/TERT166,Foreskin," 5.1","Telomerase immortalized cell line",TPM
5241,84,Fibroblast,"HBF TERT88",Brain," 1.3","Telomerase immortalized cell line",TPM
5242,84,Endothelial,hTEC/SVTERT24-B,Thyroid," 6.4","Transformed cell line",TPM
5243,84,Endothelial,"HUVEC TERT2","Umbilical vein"," 3.5","Telomerase immortalized cell line",TPM
5244,84,Endothelial,TIME,Skin," 7.0","Telomerase immortalized cell line",TPM
5245,84,Miscellaneous,BEWO,Brain,65.1,"Cancer cell line",TPM
5246,84,Miscellaneous,HHSteC,Liver," 8.7",Uncategorised,TPM
5247,84,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 0.8",Uncategorised,TPM
5248,84,Miscellaneous,hTCEpi,Cornea," 8.7","Telomerase immortalized cell line",TPM
5249,85,Brain,AF22,Skin,104.0,Uncategorised,TPM
5250,85,Brain,SH-SY5Y,"Bone marrow",120.2,"Cancer cell line",TPM
5251,85,Brain,"U-138 MG",Brain," 71.4","Cancer cell line",TPM
5252,85,Brain,"U-251 MG",Brain,150.7,"Cancer cell line",TPM
5253,85,Brain,"U-87 MG",Brain,132.0,"Cancer cell line",TPM
5254,85,Skin,A-431,Skin,136.9,"Cancer cell line",TPM
5255,85,Skin,HaCaT,Skin,116.6,"Spontaneously immortalized cell line",TPM
5256,85,Skin,SK-MEL-30,Subcutis," 99.4","Cancer cell line",TPM
5257,85,Skin,WM-115,Skin," 60.9","Cancer cell line",TPM
5258,85,Myeloid,HAP1,Leukemia,167.5,"Cancer cell line",TPM
5259,85,Myeloid,HEL,"Peripheral blood"," 80.0","Cancer cell line",TPM
5260,85,Myeloid,HL-60,"Peripheral blood",132.8,"Cancer cell line",TPM
5261,85,Myeloid,HMC-1,"Peripheral blood"," 84.2","Cancer cell line",TPM
5262,85,Myeloid,K-562,"Pleural effusion",143.5,"Cancer cell line",TPM
5263,85,Myeloid,NB-4,"Bone marrow",146.1,"Cancer cell line",TPM
5264,85,Myeloid,THP-1,"Peripheral blood"," 66.5","Cancer cell line",TPM
5265,85,Myeloid,U-937,"Pleural effusion",186.3,"Cancer cell line",TPM
5266,85,Lymphoid,Daudi,"Orbital biopsy"," 99.8","Cancer cell line",TPM
5267,85,Lymphoid,HDLM-2,"Pleural effusion"," 96.7","Cancer cell line",TPM
5268,85,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 54.9","Cancer cell line",TPM
5269,85,Lymphoid,MOLT-4,"Peripheral blood",120.2,"Cancer cell line",TPM
5270,85,Lymphoid,REH,"Peripheral blood",104.6,"Cancer cell line",TPM
5271,85,Lymphoid,RPMI-8226,"Peripheral blood"," 71.1","Cancer cell line",TPM
5272,85,Lymphoid,U-266/70,"Peripheral blood"," 61.7","Cancer cell line",TPM
5273,85,Lymphoid,U-266/84,"Peripheral blood",100.2,"Cancer cell line",TPM
5274,85,Lymphoid,U-698,Tonsil,134.2,"Cancer cell line",TPM
5275,85,Lung,A549,Lung,146.5,"Cancer cell line",TPM
5276,85,Lung,HBEC3-KT,"Central lung bronchiole"," 96.9","Telomerase immortalized cell line",TPM
5277,85,Lung,SCLC-21H,"Pleural effusion",145.2,"Cancer cell line",TPM
5278,85,Abdominal,CACO-2,Colon,170.0,"Cancer cell line",TPM
5279,85,Abdominal,CAPAN-2,Pancreas,106.8,"Cancer cell line",TPM
5280,85,Abdominal,"Hep G2",Liver,151.9,"Cancer cell line",TPM
5281,85,"Breast, female reproductive system",AN3-CA,"Lymph node "," 99.0","Cancer cell line",TPM
5282,85,"Breast, female reproductive system",EFO-21,Ascites," 96.5","Cancer cell line",TPM
5283,85,"Breast, female reproductive system",HeLa,Cervix," 81.0","Cancer cell line",TPM
5284,85,"Breast, female reproductive system",hTERT-HME1,"Mammary gland",140.1,"Telomerase immortalized cell line",TPM
5285,85,"Breast, female reproductive system",MCF7,"Pleural effusion",119.8,"Cancer cell line",TPM
5286,85,"Breast, female reproductive system",SiHa,Cervix," 74.7","Cancer cell line",TPM
5287,85,"Breast, female reproductive system",SK-BR-3,"Pleural effusion",115.5,"Cancer cell line",TPM
5288,85,"Breast, female reproductive system",T-47d,NA,153.5,"Cancer cell line",TPM
5289,85,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney",147.0,"Transformed cell line",TPM
5290,85,"Renal, urinary, male reproductive system",NTERA-2,,127.5,"Cancer cell line",TPM
5291,85,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 46.5","Cancer cell line",TPM
5292,85,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex",128.2,"Telomerase immortalized cell line",TPM
5293,85,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 86.1","Cancer cell line",TPM
5294,85,Sarcoma,"ASC diff","Adipose tissue"," 58.8",Uncategorised,TPM
5295,85,Sarcoma,"ASC TERT1","Adipose tissue"," 56.0","Telomerase immortalized cell line",TPM
5296,85,Sarcoma,LHCN-M2,NA,111.6,"Telomerase immortalized cell line",TPM
5297,85,Sarcoma,RH-30,"Bone marrow "," 98.4","Cancer cell line",TPM
5298,85,Sarcoma,"U-2 OS",Bone,131.9,"Cancer cell line",TPM
5299,85,Sarcoma,U-2197,Subcutis," 87.2","Cancer cell line",TPM
5300,85,Fibroblast,BJ,Foreskin,106.9,"Finite cell line",TPM
5301,85,Fibroblast,"BJ hTERT+",Foreskin,122.6,"Telomerase immortalized cell line",TPM
5302,85,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,140.4,Uncategorised,TPM
5303,85,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin,154.8,Uncategorised,TPM
5304,85,Fibroblast,fHDF/TERT166,Foreskin,103.9,"Telomerase immortalized cell line",TPM
5305,85,Fibroblast,"HBF TERT88",Brain,143.9,"Telomerase immortalized cell line",TPM
5306,85,Endothelial,hTEC/SVTERT24-B,Thyroid,129.2,"Transformed cell line",TPM
5307,85,Endothelial,"HUVEC TERT2","Umbilical vein",118.0,"Telomerase immortalized cell line",TPM
5308,85,Endothelial,TIME,Skin," 85.3","Telomerase immortalized cell line",TPM
5309,85,Miscellaneous,BEWO,Brain," 99.1","Cancer cell line",TPM
5310,85,Miscellaneous,HHSteC,Liver,115.7,Uncategorised,TPM
5311,85,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 69.8",Uncategorised,TPM
5312,85,Miscellaneous,hTCEpi,Cornea," 85.3","Telomerase immortalized cell line",TPM
5313,86,Brain,AF22,Skin,125.7,Uncategorised,TPM
5314,86,Brain,SH-SY5Y,"Bone marrow",413.7,"Cancer cell line",TPM
5315,86,Brain,"U-138 MG",Brain,106.4,"Cancer cell line",TPM
5316,86,Brain,"U-251 MG",Brain,238.6,"Cancer cell line",TPM
5317,86,Brain,"U-87 MG",Brain,124.1,"Cancer cell line",TPM
5318,86,Skin,A-431,Skin,166.9,"Cancer cell line",TPM
5319,86,Skin,HaCaT,Skin,131.6,"Spontaneously immortalized cell line",TPM
5320,86,Skin,SK-MEL-30,Subcutis,223.9,"Cancer cell line",TPM
5321,86,Skin,WM-115,Skin,184.0,"Cancer cell line",TPM
5322,86,Myeloid,HAP1,Leukemia,147.0,"Cancer cell line",TPM
5323,86,Myeloid,HEL,"Peripheral blood",126.6,"Cancer cell line",TPM
5324,86,Myeloid,HL-60,"Peripheral blood",253.6,"Cancer cell line",TPM
5325,86,Myeloid,HMC-1,"Peripheral blood"," 71.6","Cancer cell line",TPM
5326,86,Myeloid,K-562,"Pleural effusion",269.1,"Cancer cell line",TPM
5327,86,Myeloid,NB-4,"Bone marrow"," 91.1","Cancer cell line",TPM
5328,86,Myeloid,THP-1,"Peripheral blood",233.0,"Cancer cell line",TPM
5329,86,Myeloid,U-937,"Pleural effusion",117.9,"Cancer cell line",TPM
5330,86,Lymphoid,Daudi,"Orbital biopsy",165.1,"Cancer cell line",TPM
5331,86,Lymphoid,HDLM-2,"Pleural effusion"," 51.8","Cancer cell line",TPM
5332,86,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 59.5","Cancer cell line",TPM
5333,86,Lymphoid,MOLT-4,"Peripheral blood",109.6,"Cancer cell line",TPM
5334,86,Lymphoid,REH,"Peripheral blood",150.5,"Cancer cell line",TPM
5335,86,Lymphoid,RPMI-8226,"Peripheral blood",208.3,"Cancer cell line",TPM
5336,86,Lymphoid,U-266/70,"Peripheral blood",148.3,"Cancer cell line",TPM
5337,86,Lymphoid,U-266/84,"Peripheral blood",137.4,"Cancer cell line",TPM
5338,86,Lymphoid,U-698,Tonsil,116.0,"Cancer cell line",TPM
5339,86,Lung,A549,Lung," 89.3","Cancer cell line",TPM
5340,86,Lung,HBEC3-KT,"Central lung bronchiole"," 93.5","Telomerase immortalized cell line",TPM
5341,86,Lung,SCLC-21H,"Pleural effusion",196.2,"Cancer cell line",TPM
5342,86,Abdominal,CACO-2,Colon,105.9,"Cancer cell line",TPM
5343,86,Abdominal,CAPAN-2,Pancreas,115.1,"Cancer cell line",TPM
5344,86,Abdominal,"Hep G2",Liver,166.6,"Cancer cell line",TPM
5345,86,"Breast, female reproductive system",AN3-CA,"Lymph node "," 99.9","Cancer cell line",TPM
5346,86,"Breast, female reproductive system",EFO-21,Ascites,164.0,"Cancer cell line",TPM
5347,86,"Breast, female reproductive system",HeLa,Cervix," 88.0","Cancer cell line",TPM
5348,86,"Breast, female reproductive system",hTERT-HME1,"Mammary gland",130.4,"Telomerase immortalized cell line",TPM
5349,86,"Breast, female reproductive system",MCF7,"Pleural effusion"," 42.7","Cancer cell line",TPM
5350,86,"Breast, female reproductive system",SiHa,Cervix,110.5,"Cancer cell line",TPM
5351,86,"Breast, female reproductive system",SK-BR-3,"Pleural effusion",108.1,"Cancer cell line",TPM
5352,86,"Breast, female reproductive system",T-47d,NA,209.6,"Cancer cell line",TPM
5353,86,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney",278.7,"Transformed cell line",TPM
5354,86,"Renal, urinary, male reproductive system",NTERA-2,,286.5,"Cancer cell line",TPM
5355,86,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 49.1","Cancer cell line",TPM
5356,86,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex",105.4,"Telomerase immortalized cell line",TPM
5357,86,"Renal, urinary, male reproductive system",RT4,"Urinary bladder",107.7,"Cancer cell line",TPM
5358,86,Sarcoma,"ASC diff","Adipose tissue"," 67.3",Uncategorised,TPM
5359,86,Sarcoma,"ASC TERT1","Adipose tissue",137.3,"Telomerase immortalized cell line",TPM
5360,86,Sarcoma,LHCN-M2,NA,114.3,"Telomerase immortalized cell line",TPM
5361,86,Sarcoma,RH-30,"Bone marrow "," 93.9","Cancer cell line",TPM
5362,86,Sarcoma,"U-2 OS",Bone," 68.2","Cancer cell line",TPM
5363,86,Sarcoma,U-2197,Subcutis,128.5,"Cancer cell line",TPM
5364,86,Fibroblast,BJ,Foreskin,113.3,"Finite cell line",TPM
5365,86,Fibroblast,"BJ hTERT+",Foreskin," 93.6","Telomerase immortalized cell line",TPM
5366,86,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin,115.1,Uncategorised,TPM
5367,86,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 87.2",Uncategorised,TPM
5368,86,Fibroblast,fHDF/TERT166,Foreskin," 90.6","Telomerase immortalized cell line",TPM
5369,86,Fibroblast,"HBF TERT88",Brain,156.2,"Telomerase immortalized cell line",TPM
5370,86,Endothelial,hTEC/SVTERT24-B,Thyroid,124.4,"Transformed cell line",TPM
5371,86,Endothelial,"HUVEC TERT2","Umbilical vein",113.3,"Telomerase immortalized cell line",TPM
5372,86,Endothelial,TIME,Skin," 98.9","Telomerase immortalized cell line",TPM
5373,86,Miscellaneous,BEWO,Brain,189.8,"Cancer cell line",TPM
5374,86,Miscellaneous,HHSteC,Liver,137.5,Uncategorised,TPM
5375,86,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles",128.0,Uncategorised,TPM
5376,86,Miscellaneous,hTCEpi,Cornea,126.4,"Telomerase immortalized cell line",TPM
5377,87,Brain,AF22,Skin,"  9.6",Uncategorised,TPM
5378,87,Brain,SH-SY5Y,"Bone marrow"," 25.6","Cancer cell line",TPM
5379,87,Brain,"U-138 MG",Brain," 34.7","Cancer cell line",TPM
5380,87,Brain,"U-251 MG",Brain,"  3.4","Cancer cell line",TPM
5381,87,Brain,"U-87 MG",Brain," 21.9","Cancer cell line",TPM
5382,87,Skin,A-431,Skin,"  2.2","Cancer cell line",TPM
5383,87,Skin,HaCaT,Skin,"  1.7","Spontaneously immortalized cell line",TPM
5384,87,Skin,SK-MEL-30,Subcutis," 11.8","Cancer cell line",TPM
5385,87,Skin,WM-115,Skin," 12.4","Cancer cell line",TPM
5386,87,Myeloid,HAP1,Leukemia," 21.5","Cancer cell line",TPM
5387,87,Myeloid,HEL,"Peripheral blood"," 12.6","Cancer cell line",TPM
5388,87,Myeloid,HL-60,"Peripheral blood","  1.8","Cancer cell line",TPM
5389,87,Myeloid,HMC-1,"Peripheral blood","  9.5","Cancer cell line",TPM
5390,87,Myeloid,K-562,"Pleural effusion","  5.2","Cancer cell line",TPM
5391,87,Myeloid,NB-4,"Bone marrow","  3.0","Cancer cell line",TPM
5392,87,Myeloid,THP-1,"Peripheral blood","  6.9","Cancer cell line",TPM
5393,87,Myeloid,U-937,"Pleural effusion"," 24.7","Cancer cell line",TPM
5394,87,Lymphoid,Daudi,"Orbital biopsy","  5.5","Cancer cell line",TPM
5395,87,Lymphoid,HDLM-2,"Pleural effusion","  2.1","Cancer cell line",TPM
5396,87,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 17.9","Cancer cell line",TPM
5397,87,Lymphoid,MOLT-4,"Peripheral blood","  1.2","Cancer cell line",TPM
5398,87,Lymphoid,REH,"Peripheral blood","  6.7","Cancer cell line",TPM
5399,87,Lymphoid,RPMI-8226,"Peripheral blood","  8.6","Cancer cell line",TPM
5400,87,Lymphoid,U-266/70,"Peripheral blood","  7.6","Cancer cell line",TPM
5401,87,Lymphoid,U-266/84,"Peripheral blood","  9.1","Cancer cell line",TPM
5402,87,Lymphoid,U-698,Tonsil,"  4.2","Cancer cell line",TPM
5403,87,Lung,A549,Lung,"  2.7","Cancer cell line",TPM
5404,87,Lung,HBEC3-KT,"Central lung bronchiole","  3.3","Telomerase immortalized cell line",TPM
5405,87,Lung,SCLC-21H,"Pleural effusion"," 25.2","Cancer cell line",TPM
5406,87,Abdominal,CACO-2,Colon," 14.2","Cancer cell line",TPM
5407,87,Abdominal,CAPAN-2,Pancreas,"  1.1","Cancer cell line",TPM
5408,87,Abdominal,"Hep G2",Liver," 11.5","Cancer cell line",TPM
5409,87,"Breast, female reproductive system",AN3-CA,"Lymph node "," 11.8","Cancer cell line",TPM
5410,87,"Breast, female reproductive system",EFO-21,Ascites,"  6.2","Cancer cell line",TPM
5411,87,"Breast, female reproductive system",HeLa,Cervix,"  5.3","Cancer cell line",TPM
5412,87,"Breast, female reproductive system",hTERT-HME1,"Mammary gland","  1.1","Telomerase immortalized cell line",TPM
5413,87,"Breast, female reproductive system",MCF7,"Pleural effusion","  2.6","Cancer cell line",TPM
5414,87,"Breast, female reproductive system",SiHa,Cervix,"  9.3","Cancer cell line",TPM
5415,87,"Breast, female reproductive system",SK-BR-3,"Pleural effusion",163.9,"Cancer cell line",TPM
5416,87,"Breast, female reproductive system",T-47d,NA," 14.9","Cancer cell line",TPM
5417,87,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney","  2.4","Transformed cell line",TPM
5418,87,"Renal, urinary, male reproductive system",NTERA-2,,"  1.3","Cancer cell line",TPM
5419,87,"Renal, urinary, male reproductive system",PC-3,"Bone marrow","  6.8","Cancer cell line",TPM
5420,87,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 12.2","Telomerase immortalized cell line",TPM
5421,87,"Renal, urinary, male reproductive system",RT4,"Urinary bladder","  7.0","Cancer cell line",TPM
5422,87,Sarcoma,"ASC diff","Adipose tissue"," 15.2",Uncategorised,TPM
5423,87,Sarcoma,"ASC TERT1","Adipose tissue"," 12.7","Telomerase immortalized cell line",TPM
5424,87,Sarcoma,LHCN-M2,NA," 12.0","Telomerase immortalized cell line",TPM
5425,87,Sarcoma,RH-30,"Bone marrow ","  6.3","Cancer cell line",TPM
5426,87,Sarcoma,"U-2 OS",Bone," 12.7","Cancer cell line",TPM
5427,87,Sarcoma,U-2197,Subcutis,"  4.3","Cancer cell line",TPM
5428,87,Fibroblast,BJ,Foreskin,"  8.2","Finite cell line",TPM
5429,87,Fibroblast,"BJ hTERT+",Foreskin," 25.0","Telomerase immortalized cell line",TPM
5430,87,Fibroblast,"BJ hTERT+ SV40 Large T+",Foreskin," 11.9",Uncategorised,TPM
5431,87,Fibroblast,"BJ hTERT+ SV40 Large T+ RasG12V",Foreskin," 10.4",Uncategorised,TPM
5432,87,Fibroblast,fHDF/TERT166,Foreskin," 15.2","Telomerase immortalized cell line",TPM
5433,87,Fibroblast,"HBF TERT88",Brain," 13.6","Telomerase immortalized cell line",TPM
5434,87,Endothelial,hTEC/SVTERT24-B,Thyroid," 10.1","Transformed cell line",TPM
5435,87,Endothelial,"HUVEC TERT2","Umbilical vein"," 16.9","Telomerase immortalized cell line",TPM
5436,87,Endothelial,TIME,Skin," 12.4","Telomerase immortalized cell line",TPM
5437,87,Miscellaneous,BEWO,Brain,"  4.0","Cancer cell line",TPM
5438,87,Miscellaneous,HHSteC,Liver," 24.0",Uncategorised,TPM
5439,87,Miscellaneous,HSkMC,"Trapezius and erector spinae muscles"," 39.3",Uncategorised,TPM
5440,87,Miscellaneous,hTCEpi,Cornea,"  5.1","Telomerase immortalized cell line",TPM
5441,88,Brain,AF22,Skin,17.4,Uncategorised,TPM
5442,88,Brain,SH-SY5Y,"Bone marrow",10.7,"Cancer cell line",TPM
5443,88,Brain,"U-138 MG",Brain,21.4,"Cancer cell line",TPM
5444,88,Brain,"U-251 MG",Brain," 5.8","Cancer cell line",TPM
5445,88,Brain,"U-87 MG",Brain,14.6,"Cancer cell line",TPM
5446,88,Skin,A-431,Skin," 4.5","Cancer cell line",TPM
5447,88,Skin,HaCaT,Skin,17.0,"Spontaneously immortalized cell line",TPM
5448,88,Skin,SK-MEL-30,Subcutis," 4.4","Cancer cell line",TPM
5449,88,Skin,WM-115,Skin," 8.3","Cancer cell line",TPM
5450,88,Myeloid,HAP1,Leukemia,15.0,"Cancer cell line",TPM
5451,88,Myeloid,HEL,"Peripheral blood"," 8.2","Cancer cell line",TPM
5452,88,Myeloid,HL-60,"Peripheral blood"," 8.8","Cancer cell line",TPM
5453,88,Myeloid,HMC-1,"Peripheral blood"," 9.1","Cancer cell line",TPM
5454,88,Myeloid,K-562,"Pleural effusion"," 9.2","Cancer cell line",TPM
5455,88,Myeloid,NB-4,"Bone marrow"," 8.9","Cancer cell line",TPM
5456,88,Myeloid,THP-1,"Peripheral blood"," 5.0","Cancer cell line",TPM
5457,88,Myeloid,U-937,"Pleural effusion"," 4.7","Cancer cell line",TPM
5458,88,Lymphoid,Daudi,"Orbital biopsy",15.1,"Cancer cell line",TPM
5459,88,Lymphoid,HDLM-2,"Pleural effusion",10.1,"Cancer cell line",TPM
5460,88,Lymphoid,Karpas-707,"Bone marrow and peripheral blood"," 6.7","Cancer cell line",TPM
5461,88,Lymphoid,MOLT-4,"Peripheral blood"," 6.4","Cancer cell line",TPM
5462,88,Lymphoid,REH,"Peripheral blood"," 9.7","Cancer cell line",TPM
5463,88,Lymphoid,RPMI-8226,"Peripheral blood"," 7.4","Cancer cell line",TPM
5464,88,Lymphoid,U-266/70,"Peripheral blood"," 4.2","Cancer cell line",TPM
5465,88,Lymphoid,U-266/84,"Peripheral blood"," 8.9","Cancer cell line",TPM
5466,88,Lymphoid,U-698,Tonsil,10.0,"Cancer cell line",TPM
5467,88,Lung,A549,Lung," 9.5","Cancer cell line",TPM
5468,88,Lung,HBEC3-KT,"Central lung bronchiole"," 6.6","Telomerase immortalized cell line",TPM
5469,88,Lung,SCLC-21H,"Pleural effusion"," 8.7","Cancer cell line",TPM
5470,88,Abdominal,CACO-2,Colon," 9.8","Cancer cell line",TPM
5471,88,Abdominal,CAPAN-2,Pancreas," 6.7","Cancer cell line",TPM
5472,88,Abdominal,"Hep G2",Liver," 6.6","Cancer cell line",TPM
5473,88,"Breast, female reproductive system",AN3-CA,"Lymph node ",11.5,"Cancer cell line",TPM
5474,88,"Breast, female reproductive system",EFO-21,Ascites," 3.8","Cancer cell line",TPM
5475,88,"Breast, female reproductive system",HeLa,Cervix,15.0,"Cancer cell line",TPM
5476,88,"Breast, female reproductive system",hTERT-HME1,"Mammary gland"," 9.5","Telomerase immortalized cell line",TPM
5477,88,"Breast, female reproductive system",MCF7,"Pleural effusion"," 8.0","Cancer cell line",TPM
5478,88,"Breast, female reproductive system",SiHa,Cervix,12.3,"Cancer cell line",TPM
5479,88,"Breast, female reproductive system",SK-BR-3,"Pleural effusion"," 5.6","Cancer cell line",TPM
5480,88,"Breast, female reproductive system",T-47d,NA,12.2,"Cancer cell line",TPM
5481,88,"Renal, urinary, male reproductive system","HEK 293","Embryonal kidney"," 6.9","Transformed cell line",TPM
5482,88,"Renal, urinary, male reproductive system",NTERA-2,,13.7,"Cancer cell line",TPM
5483,88,"Renal, urinary, male reproductive system",PC-3,"Bone marrow"," 7.3","Cancer cell line",TPM
5484,88,"Renal, urinary, male reproductive system","RPTEC TERT1","Human kidney cortex"," 6.7","Telomerase immortalized cell line",TPM
5485,88,"Renal, urinary, male reproductive system",RT4,"Urinary bladder"," 9.8","Cancer cell line",TPM
5486,88,Sarcoma,"ASC diff","Adipose tissue",12.3,Uncategorised,TPM
